t,a3,k3,k1,-1,16,10,16,a9,t,f,t,f,t,t,f,f,t,f,2
f,b1,b3,a1,k3,15,16,10,a9,t,f,t,f,t,t,f,f,t,f,3
t,b1,b3,s3,-1,14,37,10,a9,f,f,t,f,t,t,f,f,t,f,2
f,a3,k6,k1,b3,13,10,37,a9,f,f,t,f,t,t,f,f,t,f,1
t,k5,k6,k1,-1,12,30,37,a9,f,f,f,f,t,t,f,f,t,f,1
f,b1,a6,s3,k5,11,37,30,a9,f,f,f,f,t,t,f,f,t,f,2
t,b1,s10,s3,-1,10,37,30,a9,f,f,f,f,t,f,f,f,t,f,2
f,s1,k6,k1,s10,9,30,37,a9,f,f,f,f,t,f,f,f,t,f,1
t,a5,k6,k1,-1,8,45,37,a9,f,f,f,f,t,f,f,f,t,f,2
f,b1,k9,s3,k6,7,37,45,a9,f,f,f,f,t,f,f,f,t,f,2
t,s5,s8,k8,-1,40,0,0,a8,t,t,t,t,t,t,t,t,t,t,3
f,a3,s2,a2,k8,39,0,0,a8,t,t,t,t,t,t,t,t,t,t,3
t,a3,s2,s4,-1,38,2,0,a8,t,f,t,t,t,t,t,t,t,t,3
f,s5,s8,d2,s4,37,0,2,a8,t,f,t,t,t,t,t,t,t,t,2
t,s5,d9,d2,-1,36,2,2,a8,t,f,t,t,t,t,t,t,t,t,2
f,a3,s2,k2,d9,35,2,2,a8,t,f,t,t,t,t,t,t,t,t,3
t,s5,k4,d2,-1,34,5,2,a8,t,f,t,t,t,t,t,t,t,t,2
f,a3,s2,k1,k4,33,2,5,a8,t,f,t,t,t,t,t,t,t,t,3
t,a3,s2,a10,-1,32,13,5,a8,t,f,t,t,t,t,t,t,t,t,2
f,s5,s7,d2,s2,31,5,13,a8,t,f,t,t,t,t,t,t,t,t,2
t,s5,s1,d2,-1,30,5,13,a8,t,f,t,t,t,t,t,t,t,t,1
f,a3,d5,a10,s5,29,13,5,a8,t,f,t,t,t,t,t,t,t,t,2
t,a7,s1,d2,-1,28,5,13,a8,t,f,t,t,t,t,t,t,t,t,3
f,a3,d10,a10,d2,27,13,5,a8,t,f,t,t,t,t,t,t,t,t,2
t,a3,d1,a10,-1,26,17,5,a8,t,f,t,t,t,t,t,t,t,t,3
f,a7,s1,a5,a10,25,5,17,a8,t,f,t,t,t,t,t,t,t,t,3
t,a3,d1,d3,-1,24,21,5,a8,t,f,t,t,f,t,t,t,t,f,3
f,a7,s1,k7,d3,23,5,21,a8,t,f,t,t,f,t,t,t,t,f,1
t,a1,s1,k7,-1,22,15,21,a8,t,f,t,t,f,t,f,t,t,f,3
f,a3,d1,s6,k7,21,21,15,a8,t,f,t,t,f,t,f,t,t,f,3
t,a1,s1,d4,-1,20,15,21,a8,t,f,t,t,f,t,f,t,t,f,3
f,a3,d1,d7,d4,19,21,15,a8,t,f,t,t,f,t,f,t,t,f,2
t,a3,s3,d7,-1,18,32,15,a8,t,f,t,t,f,t,f,t,t,f,3
f,a1,s1,k5,d7,17,15,32,a8,t,f,t,t,f,t,f,t,t,f,3
t,a3,s3,a9,-1,16,32,15,a8,t,f,t,t,f,t,f,t,t,f,2
f,a1,s1,s9,s3,15,15,32,a8,t,f,t,t,f,t,f,t,t,f,1
t,k6,s1,s9,-1,14,36,32,a8,f,f,t,t,f,t,f,t,t,f,1
f,a3,d6,a9,k6,13,32,36,a8,f,f,t,t,f,t,f,t,t,f,2
t,a6,s1,s9,-1,12,36,32,a8,f,f,t,t,f,t,f,t,t,f,3
f,a3,d8,a9,s9,11,32,36,a8,f,f,t,t,f,t,f,t,t,f,2
t,a6,s1,s10,-1,10,41,32,a8,f,f,t,t,f,t,f,t,t,f,3
f,a3,a4,a9,s10,9,32,41,a8,f,f,t,t,f,t,f,t,t,f,2
t,a3,k3,a9,-1,8,36,41,a8,f,f,t,f,f,t,f,t,t,f,3
f,a6,s1,k9,a9,7,41,36,a8,f,f,t,f,f,t,f,t,t,f,3
t,d9,d2,b9,-1,40,0,0,a5,t,t,t,t,t,t,t,t,t,t,2
f,a4,a10,b10,d2,39,0,0,a5,t,t,t,t,t,t,t,t,t,t,1
t,s3,a10,b10,-1,38,0,0,a5,t,t,t,f,t,t,t,t,t,t,3
f,d9,s5,b9,b10,37,0,0,a5,t,t,t,f,t,t,t,t,t,t,2
t,s3,a10,b1,-1,36,4,0,a5,t,t,t,f,t,t,t,t,t,t,1
f,d9,d3,b9,s3,35,0,4,a5,t,t,t,f,t,t,t,t,t,t,1
t,b3,a10,b1,-1,34,17,0,a5,t,t,t,f,t,t,t,t,t,t,1
f,d1,d3,b9,b3,33,0,17,a5,t,t,t,f,t,t,t,t,t,t,3
t,a6,a10,b1,-1,32,30,0,a5,t,t,t,f,t,t,t,t,t,t,3
f,d1,d3,a2,b1,31,0,30,a5,t,t,t,f,t,t,t,t,t,t,3
t,d1,d3,a1,-1,30,11,30,a5,t,f,t,f,t,t,t,t,t,t,2
f,a6,a10,b7,d3,29,30,11,a5,t,f,t,f,t,t,t,t,t,t,1
t,a7,a10,b7,-1,28,40,11,a5,t,f,t,f,t,f,t,t,t,t,3
f,d1,d6,a1,b7,27,11,40,a5,t,f,t,f,t,f,t,t,t,t,2
t,a7,a10,d4,-1,26,40,11,a5,t,f,t,f,t,f,t,t,t,t,3
f,d1,s8,a1,d4,25,11,40,a5,t,f,t,f,t,f,t,t,t,t,1
t,b8,s8,a1,-1,24,22,40,a5,t,f,t,f,t,f,t,t,t,t,2
f,a7,a10,a9,s8,23,40,22,a5,t,f,t,f,t,f,t,t,t,t,1
t,d7,a10,a9,-1,22,42,22,a5,t,f,t,f,t,f,f,t,t,t,1
f,b8,s9,a1,d7,21,22,42,a5,t,f,t,f,t,f,f,t,t,t,1
t,b2,a10,a9,-1,20,44,22,a5,t,f,t,f,t,f,f,t,t,t,1
f,s10,s9,a1,b2,19,22,44,a5,t,f,t,f,t,f,f,t,t,t,2
t,b6,a10,a9,-1,18,47,22,a5,t,f,t,f,t,f,f,t,t,t,1
f,s10,d10,a1,b6,17,22,47,a5,t,f,t,f,t,f,f,t,t,t,2
t,a3,a10,a9,-1,16,51,22,a5,t,f,t,f,t,f,f,t,t,t,2
f,s10,a8,a1,a10,15,22,51,a5,t,f,t,f,t,f,f,t,t,t,1
t,a3,s7,a9,-1,14,59,22,a5,t,f,t,f,t,f,f,t,t,f,2
f,b5,a8,a1,s7,13,22,59,a5,t,f,t,f,t,f,f,t,t,f,1
t,a3,s4,a9,-1,12,59,22,a5,t,f,t,f,t,f,f,t,t,f,2
f,d5,a8,a1,s4,11,22,59,a5,t,f,t,f,t,f,f,t,t,f,1
t,a3,d8,a9,-1,10,59,22,a5,t,f,t,f,t,f,f,t,t,f,2
f,s6,a8,a1,d8,9,22,59,a5,t,f,t,f,t,f,f,t,t,f,1
t,a3,s1,a9,-1,8,61,22,a5,t,f,t,f,t,f,f,t,t,f,3
f,b4,a8,a1,a9,7,22,61,a5,t,f,t,f,t,f,f,t,t,f,1
t,s2,b5,k3,-1,40,0,0,a5,t,t,t,t,t,t,t,t,t,t,1
f,b4,a9,s10,s2,39,0,0,a5,t,t,t,t,t,t,t,t,t,t,3
t,b4,a9,s6,-1,38,4,0,a5,t,t,t,t,t,t,t,t,t,t,2
f,s4,b5,k3,a9,37,0,4,a5,t,t,t,t,t,t,t,t,t,t,1
t,b4,s8,s6,-1,36,7,0,a5,t,t,t,t,t,t,t,t,f,t,3
f,b1,b5,k3,s6,35,0,7,a5,t,t,t,t,t,t,t,t,f,t,2
t,b4,s8,k10,-1,34,7,0,a5,t,t,t,t,t,t,t,t,f,t,2
f,b1,b10,k3,s8,33,0,7,a5,t,t,t,t,t,t,t,t,f,t,2
t,b4,s3,k10,-1,32,13,0,a5,t,t,t,t,t,t,t,t,f,t,2
f,b1,a7,k3,s3,31,0,13,a5,t,t,t,t,t,t,t,t,f,t,2
t,b1,b7,k3,-1,30,10,13,a5,t,t,t,t,t,t,f,t,f,t,2
f,b4,b8,k10,b7,29,13,10,a5,t,t,t,t,t,t,f,t,f,t,2
t,b4,k4,k10,-1,28,15,10,a5,t,t,t,t,t,t,f,t,f,t,1
f,b1,s5,k3,b4,27,10,15,a5,t,t,t,t,t,t,f,t,f,t,1
t,b3,s5,k3,-1,26,21,15,a5,t,t,t,t,t,t,f,t,f,t,1
f,a2,k4,k10,b3,25,15,21,a5,t,t,t,t,t,t,f,t,f,t,2
t,k1,s5,k3,-1,24,31,15,a5,t,t,t,t,t,t,f,t,f,t,2
f,a2,a6,k10,s5,23,15,31,a5,t,t,t,t,t,t,f,t,f,t,1
t,k6,a6,k10,-1,22,15,31,a5,t,f,t,t,t,t,f,t,f,t,3
f,k1,s7,k3,k10,21,31,15,a5,t,f,t,t,t,t,f,t,f,t,1
t,k7,s7,k3,-1,20,46,15,a5,t,f,t,t,t,t,f,t,f,t,2
f,k6,a6,b9,s7,19,15,46,a5,t,f,t,t,t,t,f,t,f,t,1
t,k7,b6,k3,-1,18,46,15,a5,t,f,t,t,t,t,f,t,f,t,2
f,k9,a6,b9,b6,17,15,46,a5,t,f,t,t,t,t,f,t,f,t,3
t,k9,a6,a10,-1,16,18,46,a5,t,f,t,t,t,t,f,t,f,t,1
f,k7,a8,k3,k9,15,46,18,a5,t,f,t,t,t,t,f,t,f,t,3
t,k7,a8,k8,-1,14,59,18,a5,t,f,t,t,t,t,f,t,f,t,3
f,a3,a6,a10,k8,13,18,59,a5,t,f,t,t,t,t,f,t,f,t,2
t,a3,k2,a10,-1,12,20,59,a5,t,f,t,t,t,f,f,t,f,t,2
f,k7,a8,a4,k2,11,59,20,a5,t,f,t,t,t,f,f,t,f,t,1
t,s1,a8,a4,-1,10,59,20,a5,t,f,t,t,t,f,f,t,f,t,3
f,a3,b2,a10,a4,9,20,59,a5,t,f,t,t,t,f,f,t,f,t,2
t,s1,a8,k5,-1,8,59,20,a5,t,f,t,f,t,f,f,t,f,t,3
f,a3,a1,a10,k5,7,20,59,a5,t,f,t,f,t,f,f,t,f,t,3
t,s2,s8,d10,-1,40,0,0,a7,t,t,t,t,t,t,t,t,t,t,1
f,a9,b6,a10,s2,39,0,0,a7,t,t,t,t,t,t,t,t,t,t,2
t,s7,s8,d10,-1,38,0,0,a7,t,t,t,t,t,t,t,t,t,t,1
f,a9,a1,a10,s7,37,0,0,a7,t,t,t,t,t,t,t,t,t,t,1
t,d1,a1,a10,-1,36,3,0,a7,t,t,t,t,t,t,t,t,f,t,3
f,b3,s8,d10,a10,35,0,3,a7,t,t,t,t,t,t,t,t,f,t,2
t,d1,a1,d5,-1,34,9,0,a7,t,t,t,t,t,t,t,t,f,f,3
f,b3,b4,d10,d5,33,0,9,a7,t,t,t,t,t,t,t,t,f,f,3
t,b3,b4,d2,-1,32,4,9,a7,t,t,t,t,t,t,t,t,f,f,2
f,d1,a1,a3,b4,31,9,4,a7,t,t,t,t,t,t,t,t,f,f,3
t,d1,a1,b10,-1,30,19,4,a7,t,t,f,t,t,t,t,t,f,f,3
f,b3,b9,d2,b10,29,4,19,a7,t,t,f,t,t,t,t,t,f,f,1
t,a4,b9,d2,-1,28,18,19,a7,t,t,f,t,t,t,t,t,f,f,1
f,d1,a1,s4,a4,27,19,18,a7,t,t,f,t,t,t,t,t,f,f,2
t,d1,b8,s4,-1,26,30,18,a7,f,t,f,f,t,t,t,t,f,f,3
f,d7,b9,d2,s4,25,18,30,a7,f,t,f,f,t,t,t,t,f,f,3
t,d1,b8,d6,-1,24,30,18,a7,f,t,f,f,t,t,t,t,f,f,3
f,d7,b9,a5,d6,23,18,30,a7,f,t,f,f,t,t,t,t,f,f,1
t,s1,b9,a5,-1,22,18,30,a7,f,t,f,f,t,t,t,t,f,f,2
f,d1,b8,s5,b9,21,30,18,a7,f,t,f,f,t,t,t,t,f,f,3
t,s1,s10,a5,-1,20,21,30,a7,f,t,f,f,t,t,t,t,f,f,2
f,d1,b8,d8,s10,19,30,21,a7,f,t,f,f,t,t,t,t,f,f,2
t,s1,s9,a5,-1,18,27,30,a7,f,t,f,f,t,t,t,t,f,f,2
f,d1,b7,d8,s9,17,30,27,a7,f,t,f,f,t,t,t,t,f,f,2
t,s1,s3,a5,-1,16,30,30,a7,f,t,f,f,t,t,t,t,f,f,3
f,d1,b5,d8,a5,15,30,30,a7,f,t,f,f,t,t,t,t,f,f,2
t,s1,s3,a2,-1,14,30,30,a7,f,t,f,f,f,t,t,t,f,f,3
f,d1,d3,d8,a2,13,30,30,a7,f,t,f,f,f,t,t,t,f,f,3
t,s1,s3,s6,-1,12,32,30,a7,f,f,f,f,f,t,t,t,f,f,3
f,d1,d3,b2,s6,11,30,32,a7,f,f,f,f,f,t,t,t,f,f,3
t,s1,s3,d4,-1,10,32,30,a7,f,f,f,f,f,t,t,t,f,f,3
f,d1,d3,a6,d4,9,30,32,a7,f,f,f,f,f,t,t,t,f,f,1
t,a8,d3,a6,-1,8,41,32,a7,f,f,f,f,f,t,t,t,f,f,3
f,s1,s3,b1,a6,7,32,41,a7,f,f,f,f,f,t,t,t,f,f,2
t,b3,s8,s6,-1,40,0,0,a3,t,t,t,t,t,t,t,t,t,t,2
f,d9,d5,a10,s8,39,0,0,a3,t,t,t,t,t,t,t,t,t,t,2
t,b3,a2,s6,-1,38,2,0,a3,t,t,t,t,t,t,t,t,t,t,3
f,d9,a5,a10,s6,37,0,2,a3,t,t,t,t,t,t,t,t,t,t,1
t,b3,a2,a7,-1,36,5,0,a3,t,t,t,t,t,t,t,t,t,t,2
f,a1,a5,a10,a2,35,0,5,a3,t,t,t,t,t,t,t,t,t,t,2
t,a1,b6,a10,-1,34,0,5,a3,t,f,t,t,f,t,t,t,t,t,2
f,b3,a4,a7,b6,33,5,0,a3,t,f,t,t,f,t,t,t,t,t,1
t,b1,a4,a7,-1,32,15,0,a3,t,f,t,t,f,t,t,t,t,t,2
f,a1,b10,a10,a4,31,0,15,a3,t,f,t,t,f,t,t,t,t,t,2
t,b1,d1,a7,-1,30,19,0,a3,t,f,t,f,f,t,t,t,t,t,3
f,a1,d10,a10,a7,29,0,19,a3,t,f,t,f,f,t,t,t,t,t,2
t,b1,d1,d4,-1,28,23,0,a3,t,f,t,f,f,t,f,t,t,t,3
f,a1,b7,a10,d4,27,0,23,a3,t,f,t,f,f,t,f,t,t,t,2
t,b1,d1,d3,-1,26,23,0,a3,t,f,t,f,f,t,f,t,t,t,3
f,a1,a6,a10,d3,25,0,23,a3,t,f,t,f,f,t,f,t,t,t,2
t,a1,s10,a10,-1,24,10,23,a3,t,f,t,f,f,f,f,t,t,t,2
f,b1,d1,b2,s10,23,23,10,a3,t,f,t,f,f,f,f,t,t,t,3
t,a1,a9,a10,-1,22,14,23,a3,t,f,t,f,f,f,f,t,t,t,2
f,b1,d1,d6,a9,21,23,14,a3,t,f,t,f,f,f,f,t,t,t,3
t,a1,b5,a10,-1,20,17,23,a3,t,f,t,f,f,f,f,t,f,t,2
f,b1,d1,s7,b5,19,23,17,a3,t,f,t,f,f,f,f,t,f,t,1
t,d7,d1,s7,-1,18,34,17,a3,t,f,t,f,f,f,f,t,f,t,3
f,a1,d2,a10,s7,17,17,34,a3,t,f,t,f,f,f,f,t,f,t,2
t,d7,d1,s4,-1,16,34,17,a3,t,f,t,f,f,f,f,t,f,t,3
f,a1,s5,a10,s4,15,17,34,a3,t,f,t,f,f,f,f,t,f,t,2
t,a1,s2,a10,-1,14,17,34,a3,t,f,t,f,f,f,f,t,f,t,2
f,d7,d1,b8,s2,13,34,17,a3,t,f,t,f,f,f,f,t,f,t,1
t,a1,s3,a10,-1,12,17,34,a3,t,f,t,f,f,f,f,t,f,t,3
f,s1,d1,b8,a10,11,34,17,a3,t,f,t,f,f,f,f,t,f,t,3
t,a1,s3,b4,-1,10,23,34,a3,t,f,t,f,f,f,f,t,f,f,3
f,s1,d1,s9,b4,9,34,23,a3,t,f,t,f,f,f,f,t,f,f,3
t,a1,s3,b9,-1,8,26,34,a3,t,f,t,f,f,f,f,t,f,f,3
f,s1,d1,d8,b9,7,34,26,a3,t,f,t,f,f,f,f,t,f,f,3
t,d6,d1,d4,-1,40,0,0,a1,t,t,t,t,t,t,t,t,t,t,3
f,b3,s4,s3,d4,39,0,0,a1,t,t,t,t,t,t,t,t,t,t,2
t,d6,d1,s9,-1,38,0,0,a1,t,t,t,t,t,t,t,t,t,t,3
f,b3,d8,s3,s9,37,0,0,a1,t,t,t,t,t,t,t,t,t,t,3
t,b3,d8,b2,-1,36,13,0,a1,t,t,t,t,t,t,t,t,t,t,2
f,d6,d1,d2,d8,35,0,13,a1,t,t,t,t,t,t,t,t,t,t,2
t,d6,b9,d2,-1,34,13,13,a1,t,t,t,t,t,t,t,t,t,t,3
f,b3,a5,b2,d2,33,13,13,a1,t,t,t,t,t,t,t,t,t,t,3
t,d6,b9,a6,-1,32,13,13,a1,t,t,t,t,t,t,t,t,t,t,1
f,b3,a5,s10,d6,31,13,13,a1,t,t,t,t,t,t,t,t,t,t,3
t,s8,b9,a6,-1,30,17,13,a1,t,t,t,t,t,t,t,t,t,t,1
f,b3,a5,s6,s8,29,13,17,a1,t,t,t,t,t,t,t,t,t,t,3
t,b5,b9,a6,-1,28,19,13,a1,t,t,t,t,t,t,t,t,t,t,2
f,b3,a5,s1,b9,27,13,19,a1,t,t,t,t,t,t,t,t,t,t,1
t,s5,a5,s1,-1,26,26,19,a1,t,t,t,t,t,t,t,t,t,t,1
f,b5,a2,a6,s5,25,19,26,a1,t,t,t,t,t,t,t,t,t,t,1
t,a10,a5,s1,-1,24,26,19,a1,t,t,t,t,t,t,t,t,t,t,2
f,d3,a2,a6,a5,23,19,26,a1,t,t,t,t,t,t,t,t,t,t,2
t,a10,a8,s1,-1,22,26,19,a1,t,f,t,t,f,t,t,t,t,t,2
f,d3,b7,a6,a8,21,19,26,a1,t,f,t,t,f,t,t,t,t,t,2
t,a10,d9,s1,-1,20,28,19,a1,t,f,t,t,f,t,t,f,t,t,2
f,d3,a7,a6,d9,19,19,28,a1,t,f,t,t,f,t,t,f,t,t,1
t,b4,a7,a6,-1,18,32,28,a1,t,f,t,t,f,t,t,f,t,t,1
f,a10,s7,s1,b4,17,28,32,a1,t,f,t,t,f,t,t,f,t,t,2
t,b1,a7,a6,-1,16,32,28,a1,t,f,t,t,f,t,t,f,t,t,3
f,a10,b8,s1,a6,15,28,32,a1,t,f,t,t,f,t,t,f,t,t,2
t,b1,a7,a3,-1,14,34,28,a1,t,f,t,t,f,f,t,f,t,t,2
f,a10,b6,s1,a7,13,28,34,a1,t,f,t,t,f,f,t,f,t,t,2
t,b1,d5,a3,-1,12,34,28,a1,t,f,t,t,f,f,f,f,t,t,2
f,a10,a9,s1,d5,11,28,34,a1,t,f,t,t,f,f,f,f,t,t,2
t,a10,d10,s1,-1,10,31,34,a1,t,f,t,t,f,f,f,f,f,t,2
f,b1,s2,a3,d10,9,34,31,a1,t,f,t,t,f,f,f,f,f,t,2
t,a10,d7,s1,-1,8,35,34,a1,t,f,t,t,f,f,f,f,f,t,2
f,b1,b10,a3,d7,7,34,35,a1,t,f,t,t,f,f,f,f,f,t,2
t,s4,d2,d5,-1,40,0,0,a9,t,t,t,t,t,t,t,t,t,t,2
f,a7,k8,s8,d2,39,0,0,a9,t,t,t,t,t,t,t,t,t,t,3
t,s4,k4,d5,-1,38,2,0,a9,t,t,t,t,t,t,t,t,t,t,1
f,a7,k8,d10,s4,37,0,2,a9,t,t,t,t,t,t,t,t,t,t,2
t,a10,k4,d5,-1,36,4,0,a9,t,t,t,t,t,t,t,t,t,t,3
f,a7,s10,d10,d5,35,0,4,a9,t,t,t,t,t,t,t,t,t,t,3
t,a7,s10,k6,-1,34,4,4,a9,t,t,t,t,t,t,t,t,t,t,2
f,a10,k4,a3,s10,33,4,4,a9,t,t,t,t,t,t,t,t,t,t,1
t,k10,k4,a3,-1,32,12,4,a9,t,t,t,t,t,t,t,t,t,f,1
f,a7,s3,k6,k10,31,4,12,a9,t,t,t,t,t,t,t,t,t,f,1
t,d9,s3,k6,-1,30,8,12,a9,t,t,t,t,t,t,f,t,t,f,1
f,s7,k4,a3,d9,29,12,8,a9,t,t,t,t,t,t,f,t,t,f,2
t,s2,s3,k6,-1,28,11,12,a9,t,t,t,t,t,t,f,t,t,f,3
f,s7,d4,a3,k6,27,12,11,a9,t,t,t,t,t,t,f,t,t,f,2
t,s2,s3,k3,-1,26,11,12,a9,t,t,t,t,t,t,f,t,t,f,1
f,s7,a4,a3,s2,25,12,11,a9,t,t,t,t,t,t,f,t,t,f,1
t,d7,a4,a3,-1,24,12,11,a9,t,t,t,t,t,t,f,t,t,f,1
f,a6,s3,k3,d7,23,11,12,a9,t,t,t,t,t,t,f,t,t,f,1
t,d8,s3,k3,-1,22,11,12,a9,t,t,t,t,t,f,f,t,t,f,1
f,a1,a4,a3,d8,21,12,11,a9,t,t,t,t,t,f,f,t,t,f,2
t,a1,k5,a3,-1,20,14,11,a9,t,t,t,f,t,f,f,t,t,f,2
f,d6,s3,k3,k5,19,11,14,a9,t,t,t,f,t,f,f,t,t,f,3
t,d6,s3,a2,-1,18,21,14,a9,t,t,t,f,t,f,f,t,t,f,1
f,a1,k9,a3,d6,17,14,21,a9,t,t,t,f,t,f,f,t,t,f,2
t,d1,s3,a2,-1,16,24,14,a9,t,t,t,f,t,f,f,t,t,f,3
f,a1,d3,a3,a2,15,14,24,a9,t,t,t,f,t,f,f,t,t,f,3
t,a1,d3,s5,-1,14,24,24,a9,t,f,f,f,t,f,f,t,t,f,3
f,d1,s3,s9,s5,13,24,24,a9,t,f,f,f,t,f,f,t,t,f,2
t,d1,a8,s9,-1,12,34,24,a9,t,f,f,f,t,f,f,t,t,f,3
f,a1,d3,a5,s9,11,24,34,a9,t,f,f,f,t,f,f,t,t,f,3
t,a1,d3,s1,-1,10,27,34,a9,t,f,f,f,f,f,f,t,t,f,3
f,d1,a8,k7,s1,9,34,27,a9,t,f,f,f,f,f,f,t,t,f,2
t,d1,s6,k7,-1,8,47,27,a9,t,f,f,f,f,f,f,f,t,f,2
f,a1,d3,k1,s6,7,27,47,a9,t,f,f,f,f,f,f,f,t,f,2
t,d5,b9,a10,-1,40,0,0,a4,t,t,t,t,t,t,t,t,t,t,2
f,s8,s9,d8,b9,39,0,0,a4,t,t,t,t,t,t,t,t,t,t,1
t,d5,b7,a10,-1,38,5,0,a4,t,t,t,t,t,t,t,t,t,t,1
f,a8,s9,d8,d5,37,0,5,a4,t,t,t,t,t,t,t,t,t,t,3
t,a8,s9,a1,-1,36,2,5,a4,t,t,t,t,t,t,t,t,t,t,2
f,a9,b7,a10,s9,35,5,2,a4,t,t,t,t,t,t,t,t,t,t,2
t,a8,d10,a1,-1,34,5,5,a4,t,t,t,t,t,t,t,t,t,t,2
f,a9,a3,a10,d10,33,5,5,a4,t,t,t,t,t,t,t,t,t,t,1
t,s6,a3,a10,-1,32,12,5,a4,t,t,t,t,t,t,t,t,f,t,1
f,a8,d4,a1,s6,31,5,12,a4,t,t,t,t,t,t,t,t,f,t,2
t,b6,a3,a10,-1,30,12,5,a4,t,t,t,t,t,t,t,t,f,t,1
f,a8,s2,a1,b6,29,5,12,a4,t,t,t,t,t,t,t,t,f,t,2
t,d2,a3,a10,-1,28,12,5,a4,t,t,t,t,t,t,t,t,f,t,1
f,a8,d7,a1,d2,27,5,12,a4,t,t,t,t,t,t,t,t,f,t,2
t,a8,b1,a1,-1,26,5,12,a4,t,t,t,t,t,t,t,t,f,t,1
f,d6,a3,a10,a8,25,12,5,a4,t,t,t,t,t,t,t,t,f,t,1
t,s1,b1,a1,-1,24,7,12,a4,t,t,t,t,t,t,t,f,f,t,1
f,a6,a3,a10,s1,23,12,7,a4,t,t,t,t,t,t,t,f,f,t,1
t,d1,a3,a10,-1,22,23,7,a4,t,t,t,t,t,f,t,f,f,t,3
f,s10,b1,a1,a10,21,7,23,a4,t,t,t,t,t,f,t,f,f,t,1
t,d1,a3,b2,-1,20,31,7,a4,t,t,t,t,t,f,t,f,f,f,3
f,d3,b1,a1,b2,19,7,31,a4,t,t,t,t,t,f,t,f,f,f,2
t,d3,b10,a1,-1,18,18,31,a4,t,t,t,t,t,f,t,f,f,f,2
f,d1,a3,s3,b10,17,31,18,a4,t,t,t,t,t,f,t,f,f,f,2
t,d1,b3,s3,-1,16,45,18,a4,t,t,f,t,t,f,t,f,f,f,3
f,d3,s4,a1,s3,15,18,45,a4,t,t,f,t,t,f,t,f,f,f,3
t,d3,s4,s5,-1,14,39,45,a4,f,t,f,t,t,f,t,f,f,f,3
f,d1,b3,b4,s5,13,45,39,a4,f,t,f,t,t,f,t,f,f,f,3
t,d3,s4,b8,-1,12,39,45,a4,f,t,f,t,t,f,t,f,f,f,2
f,d1,b3,a2,s4,11,45,39,a4,f,t,f,t,t,f,t,f,f,f,3
t,d1,b3,s7,-1,10,45,39,a4,f,f,f,t,t,f,t,f,f,f,3
f,d3,a7,b8,s7,9,39,45,a4,f,f,f,t,t,f,t,f,f,f,3
t,d1,b3,d9,-1,8,47,39,a4,f,f,f,t,t,f,t,f,f,f,3
f,d3,a7,a5,d9,7,39,47,a4,f,f,f,t,t,f,t,f,f,f,1
t,b7,b6,b3,-1,40,0,0,a10,t,t,t,t,t,t,t,t,t,t,2
f,a1,k7,s6,b6,39,0,0,a10,t,t,t,t,t,t,t,t,t,t,3
t,b7,k1,b3,-1,38,0,0,a10,t,t,t,t,t,t,t,t,t,t,1
f,a1,k7,k5,b7,37,0,0,a10,t,t,t,t,t,t,t,t,t,t,3
t,s8,k1,b3,-1,36,0,0,a10,t,t,t,t,t,t,t,t,t,t,1
