1,33,3,0,0,0,0,37,3,2,1,0,1,13,1,0,0,0,0,-1,-1,-1,-1,-1,-1,40,0,0,38,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,3
0,28,2,3,1,0,1,39,3,4,1,0,1,25,2,0,0,0,0,13,1,0,0,0,0,39,0,0,38,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,3
1,33,3,0,0,0,0,37,3,2,1,0,1,30,3,11,1,1,0,-1,-1,-1,-1,-1,-1,38,0,0,38,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1
0,28,2,3,1,0,1,39,3,4,1,0,1,27,2,2,1,0,1,33,3,0,0,0,0,37,0,0,38,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,3
1,18,1,3,1,0,1,37,3,2,1,0,1,30,3,11,1,1,0,-1,-1,-1,-1,-1,-1,36,2,0,38,3,3,1,0,1,1,1,1,0,1,1,1,1,1,1,1
0,28,2,3,1,0,1,39,3,4,1,0,1,14,1,0,0,0,0,18,1,3,1,0,1,35,0,2,38,3,3,1,0,1,1,1,1,0,1,1,1,1,1,1,3
1,6,0,0,0,0,0,37,3,2,1,0,1,30,3,11,1,1,0,-1,-1,-1,-1,-1,-1,34,5,0,38,3,3,1,0,1,1,1,1,0,1,1,1,1,1,1,1
0,28,2,3,1,0,1,39,3,4,1,0,1,17,1,2,1,0,1,6,0,0,0,0,0,33,0,5,38,3,3,1,0,1,1,1,1,0,1,1,1,1,1,1,3
1,36,3,0,0,0,0,37,3,2,1,0,1,30,3,11,1,1,0,-1,-1,-1,-1,-1,-1,32,7,0,38,3,3,1,0,1,1,1,1,0,1,1,1,1,1,1,1
0,28,2,3,1,0,1,39,3,4,1,0,1,19,1,4,1,0,1,36,3,0,0,0,0,31,0,7,38,3,3,1,0,1,1,1,1,0,1,1,1,1,1,1,1
1,15,1,0,0,0,0,37,3,2,1,0,1,30,3,11,1,1,0,-1,-1,-1,-1,-1,-1,30,10,0,38,3,3,1,0,1,1,1,1,0,1,1,0,1,1,1,1
0,23,2,0,0,0,0,39,3,4,1,0,1,19,1,4,1,0,1,15,1,0,0,0,0,29,0,10,38,3,3,1,0,1,1,1,1,0,1,1,0,1,1,1,3
1,23,2,0,0,0,0,39,3,4,1,0,1,7,0,2,1,0,1,-1,-1,-1,-1,-1,-1,28,4,10,38,3,3,1,0,1,1,1,1,0,1,1,0,1,1,1,3
0,24,2,0,0,0,0,37,3,2,1,0,1,30,3,11,1,1,0,7,0,2,1,0,1,27,10,4,38,3,3,1,0,1,1,1,1,0,1,1,0,1,1,1,1
1,23,2,0,0,0,0,39,3,4,1,0,1,31,3,0,0,0,0,-1,-1,-1,-1,-1,-1,26,6,10,38,3,3,1,0,1,1,1,1,0,1,1,0,1,1,1,1
0,1,0,0,0,0,0,37,3,2,1,0,1,30,3,11,1,1,0,23,2,0,0,0,0,25,10,6,38,3,3,1,0,1,1,1,1,0,1,1,0,1,1,1,1
1,9,0,4,1,0,1,39,3,4,1,0,1,31,3,0,0,0,0,-1,-1,-1,-1,-1,-1,24,6,10,38,3,3,1,0,1,1,1,1,0,1,1,0,1,1,1,1
0,21,2,0,0,0,0,37,3,2,1,0,1,30,3,11,1,1,0,9,0,4,1,0,1,23,10,6,38,3,3,1,0,1,1,1,1,0,1,1,0,1,1,1,2
1,21,2,0,0,0,0,26,2,0,0,0,0,30,3,11,1,1,0,-1,-1,-1,-1,-1,-1,22,16,6,38,3,3,1,0,1,1,1,1,0,1,1,0,0,1,1,2
0,32,3,10,1,1,0,39,3,4,1,0,1,31,3,0,0,0,0,26,2,0,0,0,0,21,6,16,38,3,3,1,0,1,1,1,1,0,1,1,0,0,1,1,3
1,32,3,10,1,1,0,39,3,4,1,0,1,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,20,6,16,38,3,3,1,0,1,1,0,1,0,1,1,0,0,1,1,3
0,21,2,0,0,0,0,12,1,10,1,1,0,30,3,11,1,1,0,3,0,0,0,0,0,19,16,6,38,3,3,1,0,1,1,0,1,0,1,1,0,0,1,1,1
1,32,3,10,1,1,0,39,3,4,1,0,1,0,0,11,1,1,0,-1,-1,-1,-1,-1,-1,18,6,16,38,3,3,1,0,1,1,0,1,0,1,1,0,0,1,1,2
0,16,1,0,0,0,0,12,1,10,1,1,0,30,3,11,1,1,0,39,3,4,1,0,1,17,16,6,38,3,3,1,0,1,1,0,1,0,1,1,0,0,1,1,1
1,32,3,10,1,1,0,2,0,10,1,1,0,0,0,11,1,1,0,-1,-1,-1,-1,-1,-1,16,10,16,38,3,3,1,0,1,1,0,1,0,1,1,0,0,1,0,2
0,10,1,11,1,1,0,12,1,10,1,1,0,30,3,11,1,1,0,2,0,10,1,1,0,15,16,10,38,3,3,1,0,1,1,0,1,0,1,1,0,0,1,0,3
1,10,1,11,1,1,0,12,1,10,1,1,0,22,2,10,1,1,0,-1,-1,-1,-1,-1,-1,14,37,10,38,3,3,1,0,1,0,0,1,0,1,1,0,0,1,0,2
0,32,3,10,1,1,0,5,0,0,0,0,0,0,0,11,1,1,0,12,1,10,1,1,0,13,10,37,38,3,3,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,11,1,1,0,-1,-1,-1,-1,-1,-1,12,30,37,38,3,3,1,0,1,0,0,0,0,1,1,0,0,1,0,1
0,10,1,11,1,1,0,35,3,0,0,0,0,22,2,10,1,1,0,4,0,0,0,0,0,11,37,30,38,3,3,1,0,1,0,0,0,0,1,1,0,0,1,0,2
